epoch,train_loss,val_loss
1,0.9121131896972656,0.8866170048713684
2,0.8281987905502319,0.8216865658760071
3,0.7541806697845459,0.7597631216049194
4,0.6862015128135681,0.697268009185791
5,0.6213988065719604,0.633416473865509
6,0.5587295889854431,0.5681782364845276
7,0.4972180128097534,0.5019640326499939
8,0.4371131658554077,0.43607789278030396
9,0.37926557660102844,0.37238508462905884
10,0.32486552000045776,0.31307893991470337
11,0.27501577138900757,0.2603742182254791
12,0.23143938183784485,0.21659113466739655
13,0.19568921625614166,0.18259871006011963
14,0.16947557032108307,0.15898014605045319
15,0.15331706404685974,0.14565367996692657
16,0.1465163379907608,0.14201436936855316
17,0.14719025790691376,0.14569616317749023
18,0.15268494188785553,0.1531924456357956
19,0.1595580279827118,0.1603647917509079
20,0.16459019482135773,0.16347330808639526
21,0.16565890610218048,0.16168195009231567
22,0.1622217446565628,0.15593133866786957
23,0.1552416980266571,0.14836016297340393
24,0.14633294939994812,0.1407303661108017
25,0.13675455749034882,0.13409432768821716
26,0.1275513917207718,0.12877923250198364
27,0.11951592564582825,0.12510192394256592
28,0.11310433596372604,0.12270689755678177
29,0.10844606906175613,0.12109344452619553
30,0.10523711144924164,0.12001169472932816
31,0.10299383848905563,0.11902040988206863
32,0.10123458504676819,0.11783356964588165
33,0.09957953542470932,0.11619506776332855
34,0.09776603430509567,0.11375962942838669
35,0.0956457331776619,0.11035512387752533
36,0.09306655824184418,0.10596560686826706
37,0.08990579843521118,0.10074648261070251
38,0.08619662374258041,0.09495621919631958
39,0.08205792307853699,0.088873490691185
40,0.07762163132429123,0.08281638473272324
41,0.07299592345952988,0.07703718543052673
42,0.0683143362402916,0.07172045856714249
43,0.06374285370111465,0.06696053594350815
44,0.059445418417453766,0.06274978071451187
45,0.055497922003269196,0.05893521010875702
46,0.05185173451900482,0.055329855531454086
47,0.0485042966902256,0.05188397318124771
48,0.04534842446446419,0.04868820682168007
49,0.042303416877985,0.04559135064482689
50,0.03936955705285072,0.04237150028347969
51,0.03650202974677086,0.0393134206533432
52,0.033769480884075165,0.03648640960454941
53,0.03134360909461975,0.03391546010971069
54,0.029253818094730377,0.03159794583916664
55,0.027577770873904228,0.029653208330273628
56,0.026303142309188843,0.028092555701732635
57,0.02543007768690586,0.02693270333111286
58,0.024870414286851883,0.02603616751730442
59,0.02447730489075184,0.025241626426577568
60,0.02406640164554119,0.024388296529650688
61,0.02350412681698799,0.02339036948978901
62,0.022731611505150795,0.022220388054847717
63,0.021791748702526093,0.020944179967045784
64,0.020796015858650208,0.01969556137919426
65,0.019871842116117477,0.018636098131537437
66,0.019061677157878876,0.01782107539474964
67,0.01836528442800045,0.01723688282072544
68,0.01775834895670414,0.016830001026391983
69,0.017227599397301674,0.016512759029865265
70,0.01674806699156761,0.016210535541176796
71,0.016301674768328667,0.01589289680123329
72,0.01586412638425827,0.01558466162532568
73,0.015435113571584225,0.015338425524532795
74,0.015030506998300552,0.015188660472631454
75,0.014651325531303883,0.015121806412935257
76,0.014305468648672104,0.01509404182434082
77,0.01399123016744852,0.015034331940114498
78,0.013696088455617428,0.01486570481210947
79,0.01339770294725895,0.014564705081284046
80,0.013079576194286346,0.014137918129563332
81,0.012734598480165005,0.013642833568155766
82,0.012369750067591667,0.01312603335827589
83,0.011998383328318596,0.012613488361239433
84,0.011627147905528545,0.012102855369448662
85,0.01128039974719286,0.011592000722885132
86,0.010972278192639351,0.011081104166805744
87,0.010697558522224426,0.010589657351374626
88,0.010454995557665825,0.010154488496482372
89,0.010243311524391174,0.009794976562261581
